#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0000223	0.359276	7.28117e-41	6.92915e-24	1.0508e-17	N/S
OG0000223	1.64072	6.92915e-24	6.92915e-24	1	*
OG0000224	0.359276	3.45119e-28	7.58555e-20	4.54969e-09	N/S
OG0000224	1.64072	7.58555e-20	7.58555e-20	1	*
OG0000225	0.359276	4.98732e-31	2.95651e-21	1.68689e-10	N/S
OG0000225	1.64072	2.95651e-21	2.95651e-21	1	*
OG0000226	0.359276	1.72958e-18	2.08583e-17	0.0829206	N/S
OG0000226	1.64072	1.91287e-17	2.08583e-17	0.917079	N/S
OG0000228	0.359276	1.16978e-15	1.28692e-15	0.908976	N/S
OG0000228	1.64072	1.17141e-16	1.28692e-15	0.0910242	N/S
OG0000229	0.359276	1.76119e-50	2.18326e-30	8.06682e-21	N/S
OG0000229	1.64072	2.18326e-30	2.18326e-30	1	*
OG0000235	0.359276	2.02731e-31	7.52608e-21	2.69371e-11	N/S
OG0000235	1.64072	7.52608e-21	7.52608e-21	1	*
OG0000236	0.359276	5.02083e-31	2.54135e-22	1.97566e-09	N/S
OG0000236	1.64072	2.54135e-22	2.54135e-22	1	*
OG0000243	0.359276	1.35679e-43	1.39756e-28	9.70828e-16	N/S
OG0000243	1.64072	1.39756e-28	1.39756e-28	1	*
OG0000247	0.359276	8.92401e-23	4.81834e-18	1.85209e-05	N/S
OG0000247	1.64072	4.81825e-18	4.81834e-18	0.999981	*
OG0000248	0.359276	3.94843e-29	6.90116e-21	5.7214e-09	N/S
OG0000248	1.64072	6.90116e-21	6.90116e-21	1	*
OG0000250	0.359276	2.19811e-21	2.83781e-17	7.74579e-05	N/S
OG0000250	1.64072	2.83759e-17	2.83781e-17	0.999923	*
OG0000251	0.359276	9.1357e-44	7.51403e-28	1.21582e-16	N/S
OG0000251	1.64072	7.51403e-28	7.51403e-28	1	*
OG0000255	0.359276	4.83139e-106	3.94675e-55	1.22414e-51	N/S
OG0000255	1.64072	3.94675e-55	3.94675e-55	1	*
OG0000257	0.359276	3.69454e-105	3.04047e-55	1.21512e-50	N/S
OG0000257	1.64072	3.04047e-55	3.04047e-55	1	*
OG0000259	0.359276	1.64043e-30	9.96232e-21	1.64664e-10	N/S
OG0000259	1.64072	9.96232e-21	9.96232e-21	1	*
OG0000260	0.359276	7.78576e-67	1.56038e-33	4.98965e-34	N/S
OG0000260	1.64072	1.56038e-33	1.56038e-33	1	*
OG0000261	0.359276	9.19946e-43	6.07243e-26	1.51496e-17	N/S
OG0000261	1.64072	6.07243e-26	6.07243e-26	1	*
OG0000265	0.359276	2.18884e-49	1.91162e-28	1.14502e-21	N/S
OG0000265	1.64072	1.91162e-28	1.91162e-28	1	*
OG0000268	0.359276	3.56526e-45	1.79626e-25	1.98482e-20	N/S
OG0000268	1.64072	1.79626e-25	1.79626e-25	1	*
OG0000269	0.359276	1.50351e-17	1.48485e-16	0.101257	N/S
OG0000269	1.64072	1.3345e-16	1.48485e-16	0.898743	N/S
OG0000271	0.359276	9.78691e-74	1.12942e-38	8.6654e-36	N/S
OG0000271	1.64072	1.12942e-38	1.12942e-38	1	*
OG0000272	0.359276	5.14595e-103	1.20421e-53	4.2733e-50	N/S
OG0000272	1.64072	1.20421e-53	1.20421e-53	1	*
OG0000273	0.359276	4.63769e-19	2.77828e-16	0.00166927	N/S
OG0000273	1.64072	2.77364e-16	2.77828e-16	0.998331	*
OG0000274	0.359276	4.14601e-37	1.21081e-24	3.42418e-13	N/S
OG0000274	1.64072	1.21081e-24	1.21081e-24	1	*
OG0000275	0.359276	4.89028e-24	1.05685e-17	4.62723e-07	N/S
OG0000275	1.64072	1.05685e-17	1.05685e-17	1	*
OG0000277	0.359276	3.31966e-39	1.61366e-24	2.05723e-15	N/S
OG0000277	1.64072	1.61366e-24	1.61366e-24	1	*
OG0000278	0.359276	6.00502e-25	4.70544e-19	1.27619e-06	N/S
OG0000278	1.64072	4.70543e-19	4.70544e-19	0.999999	*
OG0000280	0.359276	3.65579e-32	4.50209e-22	8.1202e-11	N/S
OG0000280	1.64072	4.50209e-22	4.50209e-22	1	*
OG0000281	0.359276	1.59763e-27	1.9469e-19	8.20603e-09	N/S
OG0000281	1.64072	1.9469e-19	1.9469e-19	1	*
OG0000284	0.359276	1.81979e-25	3.05282e-19	5.96101e-07	N/S
OG0000284	1.64072	3.05281e-19	3.05282e-19	0.999999	*
OG0000285	0.359276	3.73728e-73	4.03569e-34	9.26059e-40	N/S
OG0000285	1.64072	4.03569e-34	4.03569e-34	1	*
OG0000288	0.359276	8.00264e-27	2.91054e-21	2.74954e-06	N/S
OG0000288	1.64072	2.91053e-21	2.91054e-21	0.999997	*
OG0000289	0.359276	6.60981e-32	3.67251e-22	1.79981e-10	N/S
OG0000289	1.64072	3.67251e-22	3.67251e-22	1	*
OG0000290	0.359276	1.54139e-24	2.32635e-18	6.62578e-07	N/S
OG0000290	1.64072	2.32635e-18	2.32635e-18	0.999999	*
OG0000291	0.359276	6.04923e-53	1.3251e-29	4.56511e-24	N/S
OG0000291	1.64072	1.3251e-29	1.3251e-29	1	*
OG0000292	0.359276	3.46961e-26	1.73319e-19	2.00186e-07	N/S
OG0000292	1.64072	1.73319e-19	1.73319e-19	1	*
OG0000293	0.359276	1.26304e-23	6.40219e-18	1.97282e-06	N/S
OG0000293	1.64072	6.40218e-18	6.40219e-18	0.999998	*
OG0000294	0.359276	1.52932e-30	1.36956e-20	1.11665e-10	N/S
OG0000294	1.64072	1.36956e-20	1.36956e-20	1	*
OG0000295	0.359276	8.74629e-40	2.81542e-25	3.10657e-15	N/S
OG0000295	1.64072	2.81542e-25	2.81542e-25	1	*
OG0000297	0.359276	2.45812e-66	3.85133e-34	6.38252e-33	N/S
OG0000297	1.64072	3.85133e-34	3.85133e-34	1	*
OG0000301	0.359276	3.98588e-27	5.7101e-21	6.98039e-07	N/S
OG0000301	1.64072	5.7101e-21	5.7101e-21	0.999999	*
OG0000303	0.359276	1.40856e-17	1.15473e-16	0.121982	N/S
OG0000303	1.64072	1.01387e-16	1.15473e-16	0.878018	N/S
OG0000304	0.359276	1.81696e-49	2.66157e-31	6.82665e-19	N/S
OG0000304	1.64072	2.66157e-31	2.66157e-31	1	*
OG0000305	0.359276	1.03148e-71	4.81287e-33	2.14317e-39	N/S
OG0000305	1.64072	4.81287e-33	4.81287e-33	1	*
OG0000307	0.359276	3.65173e-31	4.61806e-21	7.90752e-11	N/S
OG0000307	1.64072	4.61806e-21	4.61806e-21	1	*
OG0000308	0.359276	1.57692e-17	2.7081e-16	0.0582297	N/S
OG0000308	1.64072	2.55041e-16	2.7081e-16	0.94177	N/S
OG0000309	0.359276	1.03363e-16	1.6593e-15	0.062293	N/S
OG0000309	1.64072	1.55594e-15	1.6593e-15	0.937707	N/S
OG0000310	0.359276	3.55979e-23	5.05921e-18	7.03625e-06	N/S
OG0000310	1.64072	5.05918e-18	5.05921e-18	0.999993	*
OG0000311	0.359276	6.03061e-32	1.05263e-22	5.72911e-10	N/S
OG0000311	1.64072	1.05263e-22	1.05263e-22	1	*
OG0000312	0.359276	4.11909e-66	1.03387e-32	3.98413e-34	N/S
OG0000312	1.64072	1.03387e-32	1.03387e-32	1	*
OG0000316	0.359276	1.01391e-22	4.01849e-17	2.52311e-06	N/S
OG0000316	1.64072	4.01848e-17	4.01849e-17	0.999997	*
OG0000318	0.359276	4.07327e-36	6.77097e-22	6.01579e-15	N/S
OG0000318	1.64072	6.77097e-22	6.77097e-22	1	*
OG0000319	0.359276	4.71869e-34	7.85626e-24	6.00628e-11	N/S
OG0000319	1.64072	7.85626e-24	7.85626e-24	1	*
OG0000321	0.359276	2.08105e-53	8.99971e-29	2.31235e-25	N/S
OG0000321	1.64072	8.99971e-29	8.99971e-29	1	*
OG0000325	0.359276	1.70194e-18	8.72193e-17	0.0195133	N/S
OG0000325	1.64072	8.55174e-17	8.72193e-17	0.980487	*
OG0000326	0.359276	1.47443e-25	3.85301e-19	3.82669e-07	N/S
OG0000326	1.64072	3.85301e-19	3.85301e-19	1	*
OG0000327	0.359276	1.6874e-18	2.09271e-16	0.00806327	N/S
OG0000327	1.64072	2.07583e-16	2.09271e-16	0.991937	*
OG0000329	0.359276	1.74236e-29	4.93975e-20	3.52722e-10	N/S
OG0000329	1.64072	4.93975e-20	4.93975e-20	1	*
OG0000330	0.359276	1.18504e-42	1.45864e-27	8.12427e-16	N/S
OG0000330	1.64072	1.45864e-27	1.45864e-27	1	*
OG0000333	0.359276	1.3368e-30	1.87976e-20	7.11155e-11	N/S
OG0000333	1.64072	1.87976e-20	1.87976e-20	1	*
OG0000335	0.359276	5.12032e-27	6.65373e-20	7.69542e-08	N/S
OG0000335	1.64072	6.65373e-20	6.65373e-20	1	*
OG0000336	0.359276	8.0675e-22	3.04882e-17	2.64611e-05	N/S
OG0000336	1.64072	3.04874e-17	3.04882e-17	0.999974	*
OG0000337	0.359276	1.9661e-37	1.06983e-21	1.83778e-16	N/S
OG0000337	1.64072	1.06983e-21	1.06983e-21	1	*
OG0000338	0.359276	2.77917e-26	7.98847e-19	3.47898e-08	N/S
OG0000338	1.64072	7.98847e-19	7.98847e-19	1	*
OG0000340	0.359276	7.93468e-17	5.05874e-16	0.156851	N/S
OG0000340	1.64072	4.26527e-16	5.05874e-16	0.843149	N/S
OG0000341	0.359276	1.36697e-27	2.47965e-19	5.51275e-09	N/S
OG0000341	1.64072	2.47965e-19	2.47965e-19	1	*
OG0000343	0.359276	3.13226e-35	3.73593e-22	8.38414e-14	N/S
OG0000343	1.64072	3.73593e-22	3.73593e-22	1	*
OG0000344	0.359276	6.46897e-23	8.93929e-18	7.23655e-06	N/S
OG0000344	1.64072	8.93923e-18	8.93929e-18	0.999993	*
OG0000345	0.359276	1.14019e-19	8.57814e-17	0.00132918	N/S
OG0000345	1.64072	8.56674e-17	8.57814e-17	0.998671	*
OG0000347	0.359276	2.05348e-19	3.4079e-16	0.000602565	N/S
OG0000347	1.64072	3.40584e-16	3.4079e-16	0.999397	*
OG0000349	0.359276	1.3358e-21	3.85712e-17	3.46319e-05	N/S
OG0000349	1.64072	3.85699e-17	3.85712e-17	0.999965	*
OG0000350	0.359276	1.52867e-18	9.21145e-17	0.0165953	N/S
OG0000350	1.64072	9.05859e-17	9.21145e-17	0.983405	*
OG0000352	0.359276	4.7751e-63	9.59291e-32	4.97773e-32	N/S
OG0000352	1.64072	9.59291e-32	9.59291e-32	1	*
OG0000356	0.359276	1.84781e-29	2.56563e-20	7.20215e-10	N/S
OG0000356	1.64072	2.56563e-20	2.56563e-20	1	*
OG0000357	0.359276	5.78471e-25	8.86153e-19	6.52789e-07	N/S
OG0000357	1.64072	8.86152e-19	8.86153e-19	0.999999	*
OG0000358	0.359276	3.44731e-19	6.99864e-17	0.00492569	N/S
OG0000358	1.64072	6.96417e-17	6.99864e-17	0.995074	*
OG0000360	0.359276	7.02581e-29	1.13082e-19	6.21302e-10	N/S
OG0000360	1.64072	1.13082e-19	1.13082e-19	1	*
OG0000361	0.359276	2.68297e-18	3.71711e-16	0.0072179	N/S
OG0000361	1.64072	3.69028e-16	3.71711e-16	0.992782	*
OG0000362	0.359276	1.7352e-26	2.12533e-18	8.1644e-09	N/S
OG0000362	1.64072	2.12533e-18	2.12533e-18	1	*
OG0000363	0.359276	4.62158e-41	7.91314e-26	5.84039e-16	N/S
OG0000363	1.64072	7.91314e-26	7.91314e-26	1	*
OG0000369	0.359276	5.61458e-37	3.69534e-23	1.51937e-14	N/S
OG0000369	1.64072	3.69534e-23	3.69534e-23	1	*
OG0000378	0.359276	1.54039e-32	1.68265e-22	9.1546e-11	N/S
OG0000378	1.64072	1.68265e-22	1.68265e-22	1	*
OG0000379	0.359276	2.51473e-14	3.01184e-14	0.834947	N/S
OG0000379	1.64072	4.97113e-15	3.01184e-14	0.165053	N/S
OG0000380	0.359276	2.85419e-21	4.7478e-17	6.0116e-05	N/S
OG0000380	1.64072	4.74752e-17	4.7478e-17	0.99994	*
OG0000381	0.359276	2.01623e-19	1.58976e-17	0.0126827	N/S
OG0000381	1.64072	1.56959e-17	1.58976e-17	0.987317	*
OG0000382	0.359276	8.38699e-20	1.95775e-17	0.004284	N/S
OG0000382	1.64072	1.94936e-17	1.95775e-17	0.995716	*
OG0000383	0.359276	3.50523e-21	8.50992e-18	0.000411899	N/S
OG0000383	1.64072	8.50641e-18	8.50992e-18	0.999588	*
OG0000384	0.359276	2.18413e-36	2.95196e-22	7.39891e-15	N/S
OG0000384	1.64072	2.95196e-22	2.95196e-22	1	*
OG0000385	0.359276	2.74698e-19	1.07931e-16	0.00254513	N/S
OG0000385	1.64072	1.07656e-16	1.07931e-16	0.997455	*
OG0000386	0.359276	8.66653e-53	1.46372e-28	5.92091e-25	N/S
OG0000386	1.64072	1.46372e-28	1.46372e-28	1	*
OG0000392	0.359276	1.36346e-18	1.4571e-15	0.000935734	N/S
OG0000392	1.64072	1.45574e-15	1.4571e-15	0.999064	*
OG0000396	0.359276	4.76534e-29	5.29149e-21	9.00566e-09	N/S
OG0000396	1.64072	5.29149e-21	5.29149e-21	1	*
OG0000397	0.359276	1.17773e-18	3.12859e-16	0.0037644	N/S
OG0000397	1.64072	3.11682e-16	3.12859e-16	0.996236	*
OG0000398	0.359276	9.71111e-24	2.73129e-17	3.55551e-07	N/S
OG0000398	1.64072	2.73129e-17	2.73129e-17	1	*
OG0000404	0.359276	8.27868e-32	2.50487e-20	3.30503e-12	N/S
OG0000404	1.64072	2.50487e-20	2.50487e-20	1	*
OG0000405	0.359276	5.33127e-29	5.80759e-19	9.17983e-11	N/S
OG0000405	1.64072	5.80759e-19	5.80759e-19	1	*
OG0000406	0.359276	9.40912e-20	1.80237e-16	0.000522041	N/S
OG0000406	1.64072	1.80143e-16	1.80237e-16	0.999478	*
OG0000407	0.359276	3.37918e-18	2.79255e-16	0.0121007	N/S
OG0000407	1.64072	2.75876e-16	2.79255e-16	0.987899	*
OG0000408	0.359276	5.19552e-19	2.65773e-16	0.00195487	N/S
OG0000408	1.64072	2.65253e-16	2.65773e-16	0.998045	*
OG0000410	0.359276	3.44035e-18	7.24658e-16	0.00474755	N/S
OG0000410	1.64072	7.21217e-16	7.24658e-16	0.995252	*
OG0000411	0.359276	1.01581e-13	1.15549e-13	0.879115	N/S
OG0000411	1.64072	1.39681e-14	1.15549e-13	0.120885	N/S
OG0000413	0.359276	1.44222e-20	1.49448e-16	9.65033e-05	N/S
OG0000413	1.64072	1.49434e-16	1.49448e-16	0.999903	*
OG0000414	0.359276	2.20724e-57	8.1927e-28	2.69416e-30	N/S
OG0000414	1.64072	8.1927e-28	8.1927e-28	1	*
OG0000415	0.359276	1.25122e-75	4.57504e-36	2.73489e-40	N/S
OG0000415	1.64072	4.57504e-36	4.57504e-36	1	*
OG0000419	0.359276	1.69684e-25	2.78661e-19	6.08925e-07	N/S
OG0000419	1.64072	2.78661e-19	2.78661e-19	0.999999	*
OG0000420	0.359276	1.08232e-28	1.04275e-20	1.03794e-08	N/S
OG0000420	1.64072	1.04275e-20	1.04275e-20	1	*
OG0000422	0.359276	5.89561e-37	3.74716e-23	1.57335e-14	N/S
OG0000422	1.64072	3.74716e-23	3.74716e-23	1	*
OG0000423	0.359276	4.16815e-30	5.42535e-22	7.68273e-09	N/S
OG0000423	1.64072	5.42535e-22	5.42535e-22	1	*
OG0000424	0.359276	3.595e-17	8.49863e-16	0.0423009	N/S
OG0000424	1.64072	8.13913e-16	8.49863e-16	0.957699	*
OG0000427	0.359276	6.52486e-47	1.59882e-27	4.08105e-20	N/S
OG0000427	1.64072	1.59882e-27	1.59882e-27	1	*
OG0000429	0.359276	1.58736e-17	6.84731e-16	0.0231823	N/S
OG0000429	1.64072	6.68858e-16	6.84731e-16	0.976818	*
OG0000430	0.359276	4.38551e-22	1.57948e-16	2.77655e-06	N/S
OG0000430	1.64072	1.57948e-16	1.57948e-16	0.999997	*
OG0000433	0.359276	2.6063e-34	2.00481e-22	1.30002e-12	N/S
OG0000433	1.64072	2.00481e-22	2.00481e-22	1	*
OG0000434	0.359276	6.51806e-35	5.40158e-23	1.20669e-12	N/S
OG0000434	1.64072	5.40158e-23	5.40158e-23	1	*
OG0000435	0.359276	1.63247e-20	3.40633e-16	4.79248e-05	N/S
OG0000435	1.64072	3.40616e-16	3.40633e-16	0.999952	*
OG0000437	0.359276	6.94738e-26	7.21671e-18	9.6268e-09	N/S
OG0000437	1.64072	7.21671e-18	7.21671e-18	1	*
OG0000440	0.359276	1.3867e-17	3.01336e-15	0.00460183	N/S
OG0000440	1.64072	2.99949e-15	3.01336e-15	0.995398	*
OG0000441	0.359276	3.75857e-16	7.91648e-15	0.0474778	N/S
OG0000441	1.64072	7.54062e-15	7.91648e-15	0.952522	*
OG0000442	0.359276	2.59523e-26	5.05046e-18	5.13861e-09	N/S
OG0000442	1.64072	5.05046e-18	5.05046e-18	1	*
OG0000443	0.359276	1.72415e-39	5.62749e-25	3.06381e-15	N/S
OG0000443	1.64072	5.62749e-25	5.62749e-25	1	*
OG0000444	0.359276	3.45571e-29	1.92337e-19	1.79669e-10	N/S
OG0000444	1.64072	1.92337e-19	1.92337e-19	1	*
OG0000446	0.359276	1.52721e-44	2.60364e-24	5.86565e-21	N/S
OG0000446	1.64072	2.60364e-24	2.60364e-24	1	*
OG0000451	0.359276	1.54577e-18	1.99157e-16	0.00776155	N/S
OG0000451	1.64072	1.97612e-16	1.99157e-16	0.992238	*
OG0000452	0.359276	6.16433e-16	5.1501e-15	0.119693	N/S
OG0000452	1.64072	4.53367e-15	5.1501e-15	0.880307	N/S
OG0000453	0.359276	8.70973e-29	1.56649e-19	5.56005e-10	N/S
OG0000453	1.64072	1.56649e-19	1.56649e-19	1	*
OG0000454	0.359276	6.82738e-49	2.07773e-26	3.28598e-23	N/S
OG0000454	1.64072	2.07773e-26	2.07773e-26	1	*
OG0000455	0.359276	1.03025e-27	1.47188e-18	6.99956e-10	N/S
OG0000455	1.64072	1.47188e-18	1.47188e-18	1	*
OG0000456	0.359276	3.56358e-26	4.38968e-18	8.11808e-09	N/S
OG0000456	1.64072	4.38968e-18	4.38968e-18	1	*
OG0000457	0.359276	1.12772e-26	3.82906e-18	2.94517e-09	N/S
OG0000457	1.64072	3.82906e-18	3.82906e-18	1	*
OG0000458	0.359276	9.5404e-29	1.07556e-19	8.87018e-10	N/S
OG0000458	1.64072	1.07556e-19	1.07556e-19	1	*
OG0000459	0.359276	3.24313e-24	2.17733e-18	1.4895e-06	N/S
OG0000459	1.64072	2.17732e-18	2.17733e-18	0.999999	*
OG0000460	0.359276	9.8148e-18	6.21028e-16	0.0158041	N/S
OG0000460	1.64072	6.11213e-16	6.21028e-16	0.984196	*
OG0000461	0.359276	1.31885e-18	6.36896e-16	0.00207074	N/S
OG0000461	1.64072	6.35577e-16	6.36896e-16	0.997929	*
OG0000466	0.359276	1.38611e-18	1.1094e-15	0.00124942	N/S
OG0000466	1.64072	1.10801e-15	1.1094e-15	0.998751	*
OG0000467	0.359276	4.24994e-21	1.23526e-16	3.44052e-05	N/S
OG0000467	1.64072	1.23522e-16	1.23526e-16	0.999966	*
OG0000468	0.359276	1.2294e-20	9.2906e-18	0.00132327	N/S
OG0000468	1.64072	9.27831e-18	9.2906e-18	0.998677	*
OG0000469	0.359276	2.4449e-17	1.75518e-15	0.0139296	N/S
OG0000469	1.64072	1.73073e-15	1.75518e-15	0.98607	*
OG0000471	0.359276	1.2002e-18	7.50828e-16	0.0015985	N/S
OG0000471	1.64072	7.49628e-16	7.50828e-16	0.998402	*
OG0000472	0.359276	1.23966e-39	4.04112e-24	3.06761e-16	N/S
OG0000472	1.64072	4.04112e-24	4.04112e-24	1	*
OG0000473	0.359276	5.72064e-85	2.09998e-49	2.72414e-36	N/S
OG0000473	1.64072	2.09998e-49	2.09998e-49	1	*
OG0000478	0.359276	3.54654e-19	8.49211e-16	0.000417627	N/S
OG0000478	1.64072	8.48856e-16	8.49211e-16	0.999582	*
OG0000480	0.359276	1.12413e-13	1.33536e-13	0.841818	N/S
OG0000480	1.64072	2.1123e-14	1.33536e-13	0.158182	N/S
OG0000481	0.359276	1.04489e-12	1.08888e-12	0.959604	*
OG0000481	1.64072	4.39863e-14	1.08888e-12	0.0403959	N/S
OG0000484	0.359276	3.80895e-15	1.68738e-14	0.225732	N/S
OG0000484	1.64072	1.30648e-14	1.68738e-14	0.774268	N/S
OG0000485	0.359276	3.31003e-32	1.34447e-20	2.46196e-12	N/S
OG0000485	1.64072	1.34447e-20	1.34447e-20	1	*
OG0000487	0.359276	5.36147e-20	1.03632e-16	0.000517358	N/S
OG0000487	1.64072	1.03578e-16	1.03632e-16	0.999483	*
OG0000488	0.359276	2.97477e-19	5.96923e-16	0.00049835	N/S
OG0000488	1.64072	5.96626e-16	5.96923e-16	0.999502	*
OG0000489	0.359276	3.14545e-31	1.07789e-22	2.91815e-09	N/S
OG0000489	1.64072	1.07789e-22	1.07789e-22	1	*
OG0000490	0.359276	1.96638e-19	5.31487e-16	0.000369977	N/S
OG0000490	1.64072	5.3129e-16	5.31487e-16	0.99963	*
OG0000491	0.359276	5.60315e-14	8.09736e-14	0.691973	N/S
OG0000491	1.64072	2.4942e-14	8.09736e-14	0.308027	N/S
OG0000492	0.359276	6.00457e-14	9.64661e-14	0.622454	N/S
OG0000492	1.64072	3.64204e-14	9.64661e-14	0.377546	N/S
OG0000494	0.359276	3.15998e-72	1.47218e-39	2.14646e-33	N/S
OG0000494	1.64072	1.47218e-39	1.47218e-39	1	*
OG0000499	0.359276	7.4225e-19	7.22844e-16	0.00102685	N/S
OG0000499	1.64072	7.22102e-16	7.22844e-16	0.998973	*
OG0000500	0.359276	3.043e-23	7.8348e-17	3.88395e-07	N/S
OG0000500	1.64072	7.8348e-17	7.8348e-17	1	*
OG0000501	0.359276	1.22265e-15	1.3319e-14	0.0917972	N/S
OG0000501	1.64072	1.20964e-14	1.3319e-14	0.908203	N/S
OG0000502	0.359276	3.82157e-17	3.77662e-15	0.010119	N/S
OG0000502	1.64072	3.73841e-15	3.77662e-15	0.989881	*
OG0000503	0.359276	5.50925e-31	1.87311e-21	2.94124e-10	N/S
OG0000503	1.64072	1.87311e-21	1.87311e-21	1	*
OG0000504	0.359276	4.05756e-17	9.16284e-15	0.00442828	N/S
OG0000504	1.64072	9.12226e-15	9.16284e-15	0.995572	*
OG0000505	0.359276	1.6777e-14	2.91876e-14	0.5748	N/S
OG0000505	1.64072	1.24105e-14	2.91876e-14	0.4252	N/S
OG0000507	0.359276	3.83516e-23	4.84418e-18	7.91705e-06	N/S
OG0000507	1.64072	4.84414e-18	4.84418e-18	0.999992	*
OG0000508	0.359276	3.45754e-22	2.45036e-16	1.41103e-06	N/S
OG0000508	1.64072	2.45036e-16	2.45036e-16	0.999999	*
OG0000509	0.359276	5.40449e-16	8.82182e-15	0.0612627	N/S
OG0000509	1.64072	8.28138e-15	8.82182e-15	0.938737	N/S
OG0000510	0.359276	3.24341e-12	3.27686e-12	0.989792	*
OG0000510	1.64072	3.34509e-14	3.27686e-12	0.0102082	N/S
OG0000511	0.359276	4.03533e-23	8.62988e-18	4.676e-06	N/S
OG0000511	1.64072	8.62984e-18	8.62988e-18	0.999995	*
OG0000515	0.359276	1.81925e-24	1.80296e-18	1.00903e-06	N/S
OG0000515	1.64072	1.80296e-18	1.80296e-18	0.999999	*
OG0000516	0.359276	2.51844e-41	2.51405e-25	1.00175e-16	N/S
OG0000516	1.64072	2.51405e-25	2.51405e-25	1	*
OG0000519	0.359276	1.21321e-11	1.22025e-11	0.994232	*
OG0000519	1.64072	7.03786e-14	1.22025e-11	0.00576756	N/S
OG0000520	0.359276	1.73709e-44	2.65813e-26	6.53502e-19	N/S
OG0000520	1.64072	2.65813e-26	2.65813e-26	1	*
OG0000521	0.359276	1.14456e-13	1.4705e-13	0.778347	N/S
OG0000521	1.64072	3.25941e-14	1.4705e-13	0.221653	N/S
OG0000522	0.359276	1.59076e-23	5.37426e-18	2.95995e-06	N/S
OG0000522	1.64072	5.37424e-18	5.37426e-18	0.999997	*
OG0000523	0.359276	2.72783e-18	1.42918e-15	0.00190866	N/S
OG0000523	1.64072	1.42645e-15	1.42918e-15	0.998091	*
OG0000524	0.359276	6.43757e-17	3.32366e-15	0.0193689	N/S
OG0000524	1.64072	3.25929e-15	3.32366e-15	0.980631	*
OG0000525	0.359276	5.05358e-18	1.81283e-15	0.00278767	N/S
